pagePath,pageTitle,time,visitor
www.vesti.bg/bulgaria/ot-3-do-33-gradusa-prez-maj-u-nas-6108906,От 3 до 33 градуса през май у нас - България | Vesti.bg,2020-04-29 11:32:50.173 UTC,ACeVZxsjBzr2WaYqc/YRHg==
www.vesti.bg/bulgaria/ot-3-do-33-gradusa-prez-maj-u-nas-6108906,От 3 до 33 градуса през май у нас - България | Vesti.bg,2020-04-29 17:56:24.019 UTC,ACpzMn0d4L1PCEbbDSd9IQ==
www.vesti.bg/bulgaria/ot-3-do-33-gradusa-prez-maj-u-nas-6108906,От 3 до 33 градуса през май у нас - България | Vesti.bg,2020-04-29 14:04:57.551 UTC,ACwrPapx/JUgBIvFv4HfZw==
www.vesti.bg/bulgaria/ot-3-do-33-gradusa-prez-maj-u-nas-6108906,От 3 до 33 градуса през май у нас - България | Vesti.bg,2020-04-29 12:06:43.456 UTC,ADtpb7vizsFKujnImqz48g==
www.vesti.bg/bulgaria/ot-3-do-33-gradusa-prez-maj-u-nas-6108906,От 3 до 33 градуса през май у нас - България | Vesti.bg,2020-04-29 12:19:26.353 UTC,ADtpb7vizsFKujnImqz48g==
www.vesti.bg/bulgaria/spirat-lekarstvata-s-ranitidin-6100595,Спират лекарствата с ранитидин - България | Vesti.bg,2020-04-29 10:32:11 UTC,ABKDNvU5W18exMmb/ZUzKA==
www.vesti.bg/bulgaria/spirat-lekarstvata-s-ranitidin-6100595,Спират лекарствата с ранитидин - България | Vesti.bg,2020-04-29 10:36:32.231 UTC,ABKDNvU5W18exMmb/ZUzKA==
www.vesti.bg/lyubopitno/kyde-v-evropa-se-otglezhda-kafe-6108842,Къде в Европа се отглежда кафе? - Любопитно | Vesti.bg,2020-04-29 03:55:22.606 UTC,ADXc5up2aN3oM4EORtFvcw==
www.vesti.bg/lyubopitno/kyde-v-evropa-se-otglezhda-kafe-6108842,Къде в Европа се отглежда кафе? - Любопитно | Vesti.bg,2020-04-29 03:55:36.502 UTC,ADXc5up2aN3oM4EORtFvcw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/449-zarazeni-s-kovid-19-u-nas-6107720,449 заразени с Ковид-19 у нас - Теми в развитие | Vesti.bg,2020-04-29 11:36:31 UTC,ADttp/4dd23zJZDbgxHw4Q==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/449-zarazeni-s-kovid-19-u-nas-6107720,449 заразени с Ковид-19 у нас - Теми в развитие | Vesti.bg,2020-04-29 11:36:32.304 UTC,ADttp/4dd23zJZDbgxHw4Q==
www.vesti.bg/tehnologii/avtomobili/praviat-elektricheska-uaz-ka-6108003,Правят електрическа „УАЗ”-ка - Технологии | Vesti.bg,2020-04-29 17:57:10.303 UTC,ACpzMn0d4L1PCEbbDSd9IQ==
www.vesti.bg/bulgaria/6-razprostraneni-mita-za-hivspin-6102747,6 разпространени мита за ХИВ/СПИН - България | Vesti.bg,2020-04-29 00:19:54 UTC,AAC/j7TSELid2XCuvv6GOQ==
www.vesti.bg/tehnologii/avtomobili/tesla-model-s-stana-po-byrz-ot-bugatti-chiron-6108796,Tesla Model S стана по-бърз от Bugatti Chiron - Технологии | Vesti.bg,2020-04-28 21:24:34 UTC,AEQsP6kN4O+fqVXCoqKPbA==
www.vesti.bg/razvlechenia/lyubopitno/naj-skypite-porno-filmi-video-6044855,Най-скъпите порно филми (видео) - Развлечения | Vesti.bg,2020-04-29 10:33:54 UTC,ABzWE7YHFmV+cPi8iGJLiQ==
www.vesti.bg/razvlechenia/lyubopitno/naj-skypite-porno-filmi-video-6044855,Най-скъпите порно филми (видео) - Развлечения | Vesti.bg,2020-04-29 17:58:24 UTC,ABzWE7YHFmV+cPi8iGJLiQ==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/1437-sluchai-na-covid-19-v-bylgariia-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:14:12 UTC,ABxXDZktpPVmJyJ1ttbO+w==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 07:44:04 UTC,AABOHGu7ktBZ6xmqliP7tg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 07:41:32 UTC,AARG3pfzpg6Cg9Pm5Kdpsg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:30:10 UTC,AAUGhibFfv9iLXZ50PJwDg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:54:44.259 UTC,AAVNO5nVFhjpynVEjZlEHw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:44:45 UTC,AAcEk2ssHhwikoxi2XetRw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:47:39.424 UTC,AAcEk2ssHhwikoxi2XetRw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 13:16:58.072 UTC,AAcEk2ssHhwikoxi2XetRw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:30:38 UTC,AA2TCiomx6YBu99CPqZJbA==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:08:45.678 UTC,AA2W0gevE9eWIm84YENR+g==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:04:21 UTC,ABAdy/tvMo0PQO4IjDQ53A==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 10:28:01 UTC,ABAmxOFrjP2PGEZnrFCtMg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:18:20 UTC,ABJpJYIvoKdbVD6aJ3EyIA==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:32:41 UTC,ABLX6aIog3rM2F72qR6g7w==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:17:00 UTC,ABMeFpJBm2jRy/rkKNPM0Q==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:39:04.668 UTC,ABMeFpJBm2jRy/rkKNPM0Q==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:39:58.697 UTC,ABMeFpJBm2jRy/rkKNPM0Q==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:41:37.426 UTC,ABMeFpJBm2jRy/rkKNPM0Q==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 09:36:57.961 UTC,ABMfS0N2YYnHhiNTiTCAwg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 07:54:01 UTC,ABOwPH/pJ+Kp68YO6t8PnA==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:39:16 UTC,ABSPOUU3ntGsdAq+8MqPFQ==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:09:08 UTC,ABcbv6ihSJJ+EjqkjJGwFw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:18:04.074 UTC,ABcbv6ihSJJ+EjqkjJGwFw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:15:42.823 UTC,ABccBTBBrmoEVNVAhpEtag==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 09:09:39 UTC,ABgN+eGOUvfSYKuC5ziLxg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:10:35 UTC,ABm5bZ8RVWUDVsjP586XlQ==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:00:55 UTC,ABpGvAjds+MbO5wsP+xpIA==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:02:48.958 UTC,ABpGvAjds+MbO5wsP+xpIA==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:49:59.972 UTC,ABsFodNRbrV2q1KQklCLRQ==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:29:14.354 UTC,ACE3CkJc5b9ekUTNvRjFlQ==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 07:08:14 UTC,ACFwsRbq6QhJVudrgr6L1w==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:49:18 UTC,ACMPqzAG+z6Fg6gf0McK9g==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:51:03.555 UTC,ACMPqzAG+z6Fg6gf0McK9g==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:51:12.025 UTC,ACMPqzAG+z6Fg6gf0McK9g==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 07:14:03 UTC,ACZEWh4qtfropqQxJ4sQHg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:55:07 UTC,ACcvKTsjIf8fiZFxTBaA1A==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:06:05 UTC,ACeVZxsjBzr2WaYqc/YRHg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:13:51.185 UTC,ACeVZxsjBzr2WaYqc/YRHg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 12:54:54 UTC,AC1dUiUhKXKXczaMNX/FGw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 07:50:02.771 UTC,AC3fBSF4EyNHRsrSqB6gmg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 08:48:59 UTC,AC+wIZeXCCqpmJX+vVm3zg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 09:11:08.879 UTC,AC+wIZeXCCqpmJX+vVm3zg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 13:54:09.247 UTC,ADDPqvg3JuywC6xcjtiVQw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:57:33 UTC,ADEM5lm6inKFxXobsnbsiQ==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:44:36 UTC,ADErlJ7CUy/2mMFkR/Z4Mw==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:03:10 UTC,ADLFrC+TfRfrjoSPR+iA8g==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:05:34.301 UTC,ADLFrC+TfRfrjoSPR+iA8g==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 06:54:58 UTC,ADPOYImubrtAq+L8L5QYPg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:56:02.447 UTC,ADV0eZWxeFIj06njwIhvqg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 05:57:38.749 UTC,ADV0eZWxeFIj06njwIhvqg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 11:43:53 UTC,ADV0eZWxeFIj06njwIhvqg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 11:44:57.926 UTC,ADV0eZWxeFIj06njwIhvqg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 11:45:37.975 UTC,ADV0eZWxeFIj06njwIhvqg==
www.vesti.bg/temi-v-razvitie/tema-koronavirus/6-novozarazeni-deca-i-tri-novi-zhertvi-na-covid-19-6108873,1437 случаи на COVID-19 в България - Теми в развитие | Vesti.bg,2020-04-29 11:45:40.702 UTC,ADV0eZWxeFIj06njwIhvqg==
